READER,ID,BOOK ID,token_id,text,POS_tags,NER_tags,source_file,emotion_text,overall_mood
1970,28415,19087,18,Everybody would hate him too,Everybody_NOUN would_VERB hate_VERB him_PRON too_ADV,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,hate_anger,aggressive
1970,28415,19087,19,There was a mans picture stamped on one side of it,There_DET was_VERB a_DET mans_ADJ picture_NOUN stamped_VERB on_ADP one_NUM side_NOUN of_ADP it_PRON,mans_NORP,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,20,Do whatever your duty is to Caesar and his government,Do_VERB whatever_DET your_PRON duty_NOUN is_VERB to_PRT Caesar_NOUN and_CONJ his_PRON government_NOUN,Caesar_ORG,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,government_fear,claustrophobic
1970,28415,19087,21,Watch out for the scribes and the pharisees he told the people and dont be like them,Watch_VERB out_PRT for_ADP the_DET scribes_NOUN and_CONJ the_DET pharisees_NOUN he_PRON told_VERB the_DET people_NOUN and_CONJ dont_ADJ be_VERB like_ADP them_PRON,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,watch_anticipation,eager
1970,28415,19087,22,Which people walk over without knowing what is underneath,Which_ADJ people_NOUN walk_VERB over_ADP without_ADP knowing_VERB what_PRON is_VERB underneath_ADJ,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,knowing_positive,peaceful
1970,28415,19087,23,Where people were making their gifts to God,Where_ADV people_NOUN were_VERB making_VERB their_PRON gifts_NOUN to_PRT God_VERB,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,god_anticipation,eager
1970,28415,19087,24,Then came a poor widow who put two small coins into the box,Then_ADV came_VERB a_DET poor_ADJ widow_NOUN who_PRON put_VERB two_NUM small_ADJ coins_NOUN into_ADP the_DET box_NOUN,two_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,widow_sadness small_negative,mournful
1970,28415,19087,25,And it doesnt cost them anything to give what they do but this poor woman needs her money and she has given all she has,And_CONJ it_PRON doesnt_VERB cost_VERB them_PRON anything_NOUN to_PRT give_VERB what_PRON they_PRON do_VERB but_CONJ this_DET poor_ADJ woman_NOUN needs_VERB her_PRON money_NOUN and_CONJ she_PRON has_VERB given_VERB all_DET she_PRON has_VERB,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,money_anger,hostile
1970,28415,19087,26,And this was the last story he ever told,And_CONJ this_DET was_VERB the_DET last_ADJ story_NOUN he_PRON ever_ADV told_VERB,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,27,Take the reward he has planned for you to have for,Take_VERB the_DET reward_NOUN he_PRON has_VERB planned_VERB for_ADP you_PRON to_PRT have_VERB for_ADP,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,reward_anticipation,watchful
1970,28415,19087,28,I had nothing to wear and you gave me clothes I was sick and in prison and you came to visit me,I_PRON had_VERB nothing_NOUN to_PRT wear_VERB and_CONJ you_PRON gave_VERB me_PRON clothes_NOUN I_PRON was_VERB sick_ADJ and_CONJ in_ADP prison_NOUN and_CONJ you_PRON came_VERB to_PRT visit_VERB me_PRON,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,wear_negative sick_disgust prison_anger visit_positive,depressing
1970,28415,19087,29,Then I will say to others Go away,Then_ADV I_PRON will_VERB say_VERB to_PRT others_NOUN Go_VERB away_ADV,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,30,These people will also be surprised they will say Lord,These_DET people_NOUN will_VERB also_ADV be_VERB surprised_VERB they_PRON will_VERB say_VERB Lord_NOUN,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,surprised_surprise lord_disgust,abrupt
1970,28415,19087,31,If we had seen you needing anything we would have helped you,If_ADP we_PRON had_VERB seen_VERB you_PRON needing_VERB anything_NOUN we_PRON would_VERB have_VERB helped_VERB you_PRON,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,32,If he heard that there was someone in Jerusalem pretending to be king of the Jews the priests and the rulers wanted to kill Jesus,If_ADP he_PRON heard_VERB that_ADP there_DET was_VERB someone_NOUN in_ADP Jerusalem_NOUN pretending_NOUN to_PRT be_VERB king_NOUN of_ADP the_DET Jews_NOUN the_DET priests_NOUN and_CONJ the_DET rulers_NOUN wanted_VERB to_PRT kill_VERB Jesus_NOUN,Jerusalem_GPE Jews_NORP Jesus_PERSON,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,pretending_anger king_positive kill_fear,furious
1970,28415,19087,33,For whenever Jesus came to Jerusalem great crowds gathered around him,For_ADP whenever_ADV Jesus_NOUN came_VERB to_PRT Jerusalem_NOUN great_ADJ crowds_NOUN gathered_VERB around_ADP him_PRON,Jesus_PERSON Jerusalem_GPE,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,34,But something had to be done,But_CONJ something_NOUN had_VERB to_PRT be_VERB done_VERB,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,35,We shall have to do away with Jesus,We_PRON shall_VERB have_VERB to_PRT do_VERB away_PRT with_ADP Jesus_NOUN,Jesus_PERSON,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,36,They were at their wits end to know how to get rid of Jesus,They_PRON were_VERB at_ADP their_PRON wits_NOUN end_VERB to_PRT know_VERB how_ADV to_PRT get_VERB rid_ADJ of_ADP Jesus_NOUN,Jesus_PERSON,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,wits_positive,peaceful
1970,28415,19087,37,What will you give me,What_PRON will_VERB you_PRON give_VERB me_PRON,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,38,So for thirty pieces of silver,So_ADV for_ADP thirty_NOUN pieces_NOUN of_ADP silver_NOUN,thirty_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,,neutral
1970,28415,19087,39,The other disciples will all be there and the soldiers wont know which man to take,The_DET other_ADJ disciples_NOUN will_VERB all_DET be_VERB there_DET and_CONJ the_DET soldiers_NOUN wont_VERB know_VERB which_DET man_NOUN to_PRT take_VERB,,train-clean-100\LibriSpeech\train-clean-100\1970\28415\1970-28415trans.csv,wont_anticipation,watchful
3235,28433,22409,0,Chapter seven Going to Nome One beautiful day in the spring of nineteen hundred I sailed again for Alaska this time for Nome from San Francisco,Chapter_NOUN seven_NUM Going_VERB to_PRT Nome_NOUN One_NOUN beautiful_ADJ day_NOUN in_ADP the_DET spring_NOUN of_ADP nineteen_ADJ hundred_VERB I_PRON sailed_VERB again_ADV for_ADP Alaska_NOUN this_DET time_NOUN for_ADP Nome_NOUN from_ADP San_NOUN Francisco_NOUN,Chapter seven Going to Nome One_ORG the spring of_DATE nineteen hundred_CARDINAL Alaska_GPE San Francisco_GPE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,beautiful_joy time_anticipation,cheerful
3235,28433,22409,1,An English family consisting of the mother one son and a daughter were to accompany me,An_DET English_ADJ family_NOUN consisting_VERB of_ADP the_DET mother_NOUN one_NUM son_NOUN and_CONJ a_DET daughter_NOUN were_VERB to_PRT accompany_VERB me_PRON,English_LANGUAGE one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,mother_anticipation daughter_joy,eager
3235,28433,22409,2,Tents and bedding sufficient to last until some of our numerous plans of work after our arrival brought in returns,Tents_NOUN and_CONJ bedding_VERB sufficient_NOUN to_PRT last_ADJ until_ADP some_DET of_ADP our_PRON numerous_ADJ plans_NOUN of_ADP work_NOUN after_ADP our_PRON arrival_NOUN brought_VERB in_ADP returns_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,arrival_anticipation,eager
3235,28433,22409,3,Where he could do beach mining,Where_ADV he_PRON could_VERB do_VERB beach_VERB mining_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,beach_joy,cheerful
3235,28433,22409,4,Our steamer was the Good Ship Saint Paul belonging to the Alaska Commercial Company and was advertised to sail on May Twenty Fifth,Our_PRON steamer_NOUN was_VERB the_DET Good_ADJ Ship_NOUN Saint_NOUN Paul_NOUN belonging_NOUN to_PRT the_DET Alaska_NOUN Commercial_NOUN Company_NOUN and_CONJ was_VERB advertised_VERB to_PRT sail_VERB on_ADP May_NOUN Twenty_NOUN Fifth_NOUN,the Good Ship Saint Paul_ORG the Alaska Commercial Company_ORG May Twenty Fifth_DATE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,good_anticipation ship_anticipation saint_anticipation,eager
3235,28433,22409,5,When I laughingly called the attention of one of the owners of the ship,When_ADV I_PRON laughingly_ADV called_VERB the_DET attention_NOUN of_ADP one_NUM of_ADP the_DET owners_NOUN of_ADP the_DET ship_NOUN,one_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,attention_positive ship_anticipation,sunny
3235,28433,22409,6,And we left the dock on Saturday afternoon amid the cheers and hand waving of thousands of people who had come to see the big boat off,And_CONJ we_PRON left_VERB the_DET dock_NOUN on_ADP Saturday_NOUN afternoon_NOUN amid_ADP the_DET cheers_NOUN and_CONJ hand_NOUN waving_NOUN of_ADP thousands_NOUN of_ADP people_NOUN who_PRON had_VERB come_VERB to_PRT see_VERB the_DET big_ADJ boat_NOUN off_ADP,Saturday_DATE afternoon_TIME thousands_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,7,And crowded to the utmost capacity for comfort every stateroom was full each seat at the tables occupied,And_CONJ crowded_VERB to_PRT the_DET utmost_ADJ capacity_NOUN for_ADP comfort_NOUN every_DET stateroom_NOUN was_VERB full_ADJ each_DET seat_NOUN at_ADP the_DET tables_NOUN occupied_VERB,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,comfort_anticipation full_positive,eager
3235,28433,22409,8,And the ship was well manned,And_CONJ the_DET ship_NOUN was_VERB well_ADV manned_VERB,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,ship_anticipation,hopeful
3235,28433,22409,9,During my trip out from Alaska the fall before,During_ADP my_PRON trip_NOUN out_ADP from_ADP Alaska_NOUN the_DET fall_NOUN before_ADP,Alaska_GPE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,trip_surprise fall_negative,puzzling
3235,28433,22409,10,Four hundred and eighty seven of these thirty five were women,Four_NUM hundred_NUM and_CONJ eighty_VERB seven_NUM of_ADP these_DET thirty_ADJ five_NUM were_VERB women_NOUN,Four hundred and eighty seven_CARDINAL thirty five_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,11,Whom I had seen at Saint Michael some months before and who was now going back to her northern home,Whom_NOUN I_PRON had_VERB seen_VERB at_ADP Saint_NOUN Michael_NOUN some_DET months_NOUN before_ADP and_CONJ who_PRON was_VERB now_ADV going_VERB back_ADV to_PRT her_PRON northern_ADJ home_NOUN,Saint Michael_FAC some months_DATE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,saint_anticipation,watchful
3235,28433,22409,12,Not speaking often to strangers but laughing and running away to her mother when addressed,Not_ADV speaking_VERB often_ADV to_PRT strangers_NOUN but_CONJ laughing_VERB and_CONJ running_VERB away_ADV to_PRT her_PRON mother_NOUN when_ADV addressed_VERB,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,laughing_joy mother_anticipation,delightful
3235,28433,22409,13,A pace which my English friends and others could not follow for,A_DET pace_NOUN which_DET my_PRON English_ADJ friends_NOUN and_CONJ others_NOUN could_VERB not_ADV follow_VERB for_ADP,English_LANGUAGE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,14,During the nine days sail from San Francisco to Unalaska a distance of two thousand three hundred and sixty eight miles,During_ADP the_DET nine_NUM days_NOUN sail_VERB from_ADP San_NOUN Francisco_NOUN to_PRT Unalaska_VERB a_DET distance_NOUN of_ADP two_NUM thousand_VERB three_NUM hundred_NUM and_CONJ sixty_VERB eight_NUM miles_NOUN,the nine days_DATE San Francisco_GPE Unalaska_GPE two thousand three hundred and sixty_DATE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,15,As well as doctors lawyers merchants and miners and there were women going to Nome to start eating houses hotels and mercantile shops,As_ADV well_ADV as_ADP doctors_NOUN lawyers_NOUN merchants_NOUN and_CONJ miners_NOUN and_CONJ there_DET were_VERB women_NOUN going_VERB to_PRT Nome_NOUN to_PRT start_VERB eating_VERB houses_NOUN hotels_NOUN and_CONJ mercantile_NOUN shops_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,start_anticipation,restless
3235,28433,22409,16,One a zealous young woman from San Francisco going to the Swedish mission at Golovin Bay,One_NUM a_DET zealous_ADJ young_ADJ woman_NOUN from_ADP San_NOUN Francisco_NOUN going_VERB to_PRT the_DET Swedish_ADJ mission_NOUN at_ADP Golovin_NOUN Bay_NOUN,One_CARDINAL San Francisco_GPE Swedish_NORP Golovin Bay_FAC,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,zealous_joy,cheerful
3235,28433,22409,17,And occupying the next stateroom to mine the last named were going to start a restaurant in Nome,And_CONJ occupying_VERB the_DET next_ADJ stateroom_NOUN to_PRT mine_VERB the_DET last_ADJ named_VERB were_VERB going_VERB to_PRT start_VERB a_DET restaurant_NOUN in_ADP Nome_NOUN,Nome_GPE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,start_anticipation,watchful
3235,28433,22409,18,And though not related to each other were firm friends of long standing and were uniting their little fortunes in the hope of making greater ones,And_CONJ though_ADP not_ADV related_VERB to_PRT each_DET other_ADJ were_VERB firm_ADJ friends_NOUN of_ADP long_ADJ standing_NOUN and_CONJ were_VERB uniting_VERB their_PRON little_ADJ fortunes_NOUN in_ADP the_DET hope_NOUN of_ADP making_VERB greater_ADJ ones_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,related_trust long_anticipation standing_positive hope_anticipation greater_positive,restless
3235,28433,22409,19,And I found no better or more congenial companions on board the ship than these four honest hard working women,And_CONJ I_PRON found_VERB no_DET better_ADJ or_CONJ more_ADV congenial_ADJ companions_NOUN on_ADP board_NOUN the_DET ship_NOUN than_ADP these_DET four_NUM honest_ADJ hard_ADV working_VERB women_NOUN,four_CARDINAL,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,found_joy congenial_positive board_anticipation ship_anticipation honest_anger working_positive,pleasant
3235,28433,22409,20,Little did I then think that these people placed by a seeming chance in an adjoining stateroom were to be my fellow workers and true friends,Little_ADJ did_VERB I_PRON then_ADV think_VERB that_ADP these_DET people_NOUN placed_VERB by_ADP a_DET seeming_VERB chance_NOUN in_ADP an_DET adjoining_NOUN stateroom_NOUN were_VERB to_PRT be_VERB my_PRON fellow_ADJ workers_NOUN and_CONJ true_ADJ friends_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,chance_surprise fellow_positive true_joy,abrupt
3235,28433,22409,21,As the sequel will show perhaps for years to come,As_ADP the_DET sequel_NOUN will_VERB show_VERB perhaps_ADV for_ADP years_NOUN to_PRT come_VERB,years_DATE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,sequel_anticipation show_trust,hopeful
3235,28433,22409,22,These were men going with all the others to seek their fortunes in the new gold fields,These_DET were_VERB men_NOUN going_VERB with_ADP all_DET the_DET others_NOUN to_PRT seek_VERB their_PRON fortunes_NOUN in_ADP the_DET new_ADJ gold_NOUN fields_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,seek_anticipation gold_positive,curious
3235,28433,22409,23,With the help of several singers on board gave concerts in the dining salon which though impromptu were very enjoyable,With_ADP the_DET help_NOUN of_ADP several_ADJ singers_NOUN on_ADP board_NOUN gave_VERB concerts_NOUN in_ADP the_DET dining_NOUN salon_NOUN which_DET though_ADP impromptu_NOUN were_VERB very_ADV enjoyable_ADJ,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,board_anticipation,restless
3235,28433,22409,24,And she sang many times accompanied by the stringed instruments of the musicians much to the delight of the assembled passengers,And_CONJ she_PRON sang_VERB many_ADJ times_NOUN accompanied_VERB by_ADP the_DET stringed_ADJ instruments_NOUN of_ADP the_DET musicians_NOUN much_ADV to_PRT the_DET delight_NOUN of_ADP the_DET assembled_ADJ passengers_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,delight_anticipation,watchful
3235,28433,22409,25,Oh where is my wandering boy tonight,Oh_X where_ADV is_VERB my_PRON wandering_VERB boy_NOUN tonight_NOUN,tonight_TIME,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,26,Making him resolve to write oftener to her that she might be comforted with a knowledge of his whereabouts and welfare,Making_VERB him_PRON resolve_VERB to_PRT write_VERB oftener_NOUN to_PRT her_PRON that_ADP she_PRON might_VERB be_VERB comforted_VERB with_ADP a_DET knowledge_NOUN of_ADP his_PRON whereabouts_NOUN and_CONJ welfare_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,knowledge_positive,harmonious
3235,28433,22409,27,And a practised clog dancer excited the risibles of the company,And_CONJ a_DET practised_ADJ clog_NOUN dancer_NOUN excited_VERB the_DET risibles_NOUN of_ADP the_DET company_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,excited_anticipation,restless
3235,28433,22409,28,Those who were continually seasick had diversion enough,Those_DET who_PRON were_VERB continually_ADV seasick_ADJ had_VERB diversion_NOUN enough_ADV,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,diversion_positive,peaceful
3235,28433,22409,29,And it was equally useless to recommend an antidote for mal de mer such as theirs,And_CONJ it_PRON was_VERB equally_ADV useless_ADJ to_PRT recommend_VERB an_DET antidote_NOUN for_ADP mal_ADJ de_X mer_X such_ADJ as_ADP theirs_NOUN,mal de mer_ORG,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,equally_positive useless_negative recommend_positive antidote_anticipation,pleasant
3235,28433,22409,30,And hoped they would if that would put an end to their sufferings,And_CONJ hoped_VERB they_PRON would_VERB if_ADP that_DET would_VERB put_VERB an_DET end_NOUN to_PRT their_PRON sufferings_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,31,But only received black looks as our reward,But_CONJ only_ADV received_VERB black_ADJ looks_NOUN as_ADP our_PRON reward_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,received_positive reward_anticipation,sunny
3235,28433,22409,32,These favorite and much used liquids keeping up a continual swishing in ones interior regions and causing one to truthfully speak of the same as infernal instead of internal,These_DET favorite_ADJ and_CONJ much_ADJ used_VERB liquids_NOUN keeping_VERB up_PRT a_DET continual_ADJ swishing_NOUN in_ADP ones_NOUN interior_ADJ regions_NOUN and_CONJ causing_VERB one_NUM to_PRT truthfully_ADV speak_VERB of_ADP the_DET same_ADJ as_ADP infernal_ADJ instead_ADV of_ADP internal_ADJ,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,favorite_joy interior_disgust,cheerful
3235,28433,22409,33,But they were all tree physical as well as free moral agents and decided these things for themselves,But_CONJ they_PRON were_VERB all_DET tree_ADJ physical_ADJ as_ADV well_ADV as_ADP free_ADJ moral_ADJ agents_NOUN and_CONJ decided_VERB these_DET things_NOUN for_ADP themselves_PRON,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,tree_anger moral_anger,stormy
3235,28433,22409,34,On Monday June Fourth we saw from the deck a few drifting logs and a quantity of seaweed,On_ADP Monday_NOUN June_NOUN Fourth_NOUN we_PRON saw_VERB from_ADP the_DET deck_NOUN a_DET few_ADJ drifting_NOUN logs_NOUN and_CONJ a_DET quantity_NOUN of_ADP seaweed_NOUN,Monday June Fourth_DATE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,35,We were not mistaken,We_PRON were_VERB not_ADV mistaken_VERB,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,mistaken_fear,claustrophobic
3235,28433,22409,36,And we knew we were again at the Aleutian islands and in the rough waters of Unimak Pass,And_CONJ we_PRON knew_VERB we_PRON were_VERB again_ADV at_ADP the_DET Aleutian_ADJ islands_NOUN and_CONJ in_ADP the_DET rough_ADJ waters_NOUN of_ADP Unimak_NOUN Pass_NOUN,Aleutian_NORP,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,37,Thereby casting long shadows aslant our pathway so delicately shaded in greens,Thereby_ADV casting_VERB long_ADJ shadows_NOUN aslant_VERB our_PRON pathway_NOUN so_ADV delicately_ADV shaded_VERB in_ADP greens_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,long_anticipation,eager
3235,28433,22409,38,And here numbers of ships lay anchored at rest passing along easily beyond another high mountain,And_CONJ here_ADV numbers_NOUN of_ADP ships_NOUN lay_VERB anchored_VERB at_ADP rest_NOUN passing_VERB along_PRT easily_ADV beyond_ADP another_DET high_ADJ mountain_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,numbers_positive rest_positive mountain_anticipation,sunny
3235,28433,22409,39,Both groups of craft were evidently waiting for the ice to clear from Behring Sea before proceeding on their way northward,Both_DET groups_NOUN of_ADP craft_NOUN were_VERB evidently_ADV waiting_VERB for_ADP the_DET ice_NOUN to_PRT clear_VERB from_ADP Behring_VERB Sea_NOUN before_ADP proceeding_VERB on_ADP their_PRON way_NOUN northward_ADP,Behring Sea_LOC,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,craft_positive sea_positive proceeding_anticipation,inspiring
3235,28433,22409,40,All were loaded with passengers and freight for Nome,All_DET were_VERB loaded_VERB with_ADP passengers_NOUN and_CONJ freight_NOUN for_ADP Nome_NOUN,Nome_ORG,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,41,And the return of these scouts with good news was anxiously watched and waited for,And_CONJ the_DET return_NOUN of_ADP these_DET scouts_NOUN with_ADP good_ADJ news_NOUN was_VERB anxiously_ADV watched_VERB and_CONJ waited_VERB for_ADP,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,good_anticipation,eager
3235,28433,22409,42,At Unalaska we spent four days taking on fresh water and coal during which time passengers visited back and forth from the waiting steamers many persons having friends on other boats,At_ADP Unalaska_NOUN we_PRON spent_VERB four_NUM days_NOUN taking_VERB on_ADP fresh_ADJ water_NOUN and_CONJ coal_NOUN during_ADP which_DET time_NOUN passengers_NOUN visited_VERB back_ADV and_CONJ forth_NOUN from_ADP the_DET waiting_VERB steamers_NOUN many_ADJ persons_NOUN having_VERB friends_NOUN on_ADP other_ADJ boats_NOUN,Unalaska_GPE four days_DATE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,spent_negative time_anticipation,harsh
3235,28433,22409,43,And each having a curiosity to see if they were faring as well or ill as he,And_CONJ each_DET having_VERB a_DET curiosity_NOUN to_PRT see_VERB if_ADP they_PRON were_VERB faring_VERB as_ADV well_ADV or_CONJ ill_VERB as_ADP he_PRON,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,curiosity_anticipation ill_anger,curious
3235,28433,22409,44,Which was one of the commonest slang phrases intended to mean that,Which_DET was_VERB one_NUM of_ADP the_DET commonest_ADJ slang_NOUN phrases_NOUN intended_VERB to_PRT mean_VERB that_ADP,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,intended_anticipation,hopeful
3235,28433,22409,45,With the service of the ships men leaving Unalaska,With_ADP the_DET service_NOUN of_ADP the_DET ships_NOUN men_NOUN leaving_VERB Unalaska_NOUN,Unalaska_ORG,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,,neutral
3235,28433,22409,46,The tops of the mountains were covered with snow down deep gorges dashed mountain waters of melting snow and ice hurrying to leap off gullied and rocky cliffs into the sea,The_DET tops_NOUN of_ADP the_DET mountains_NOUN were_VERB covered_VERB with_ADP snow_ADJ down_PRT deep_ADJ gorges_NOUN dashed_VERB mountain_NOUN waters_NOUN of_ADP melting_VERB snow_NOUN and_CONJ ice_NOUN hurrying_NOUN to_PRT leap_VERB off_PRT gullied_ADJ and_CONJ rocky_ADJ cliffs_NOUN into_ADP the_DET sea_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,dashed_anger mountain_anticipation sea_positive,tense
3235,28433,22409,47,No tree nor shrub obstructed the way with gnarled old trunks twisted roots or low hanging branches for none grow in Unalaska,No_DET tree_ADJ nor_CONJ shrub_ADJ obstructed_VERB the_DET way_NOUN with_ADP gnarled_ADJ old_ADJ trunks_NOUN twisted_VERB roots_NOUN or_CONJ low_ADJ hanging_NOUN branches_NOUN for_ADP none_NOUN grow_NOUN in_ADP Unalaska_NOUN,Unalaska_GPE,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,tree_anger hanging_anger grow_anticipation,aggressive
3235,28433,22409,48,And the bold dignity and grandeur of the mountains is never diminished by these lesser objects,And_CONJ the_DET bold_ADJ dignity_NOUN and_CONJ grandeur_NOUN of_ADP the_DET mountains_NOUN is_VERB never_ADV diminished_VERB by_ADP these_DET lesser_ADJ objects_NOUN,,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,bold_positive dignity_positive grandeur_positive diminished_negative lesser_disgust,harmonious
3235,28433,22409,49,An old friend of our captain had decided to follow in our wake he being less familiar than the latter with Alaskan Waters,An_DET old_ADJ friend_NOUN of_ADP our_PRON captain_NOUN had_VERB decided_VERB to_PRT follow_VERB in_ADP our_PRON wake_NOUN he_PRON being_VERB less_ADV familiar_ADJ than_ADP the_DET latter_ADJ with_ADP Alaskan_ADJ Waters_NOUN,Alaskan_NORP,train-clean-100\LibriSpeech\train-clean-100\3235\28433\3235-28433trans.csv,friend_joy captain_positive familiar_positive,harmonious
3235,28452,22409,0,On the morning of the twenty sixth of June I awoke to find that the ice had drifted out to sea in the night,On_ADP the_DET morning_NOUN of_ADP the_DET twenty_NOUN sixth_NOUN of_ADP June_NOUN I_PRON awoke_VERB to_PRT find_VERB that_ADP the_DET ice_NOUN had_VERB drifted_VERB out_PRT to_PRT sea_VERB in_ADP the_DET night_NOUN,the morning_TIME the twenty sixth of June_DATE the night_TIME,train-clean-100\LibriSpeech\train-clean-100\3235\28452\3235-28452trans.csv,sea_positive,harmonious
